host_name,planet_letter,planet_name,controversial_flag,orbital_period,orbital_radius,eccentricity,planet_mass,planet_radius,optical_magnitude,near_ir_magnitude,spectral_type,stellar_temperature,stellar_surface_gravity,stellar_luminosity,stellar_mass,stellar_radius,stellar_metallicity,stellar_age
Kepler-862,b,Kepler-862 b,0,3.14866453,,,5.52,2.21,15.302999999999999,13.315,,5333.0,4.54,-0.141,0.88,0.84,0.04,4.79
Kepler-863,b,Kepler-863 b,0,15.59461874,,,8.75,2.9,15.446,13.706,,5678.0,4.46,0.098,0.96,0.95,-0.03,3.8
Kepler-864,b,Kepler-864 b,0,5.83376092,,,6.35,2.4,15.782,14.218,,5754.0,4.44,0.23600000000000002,1.0,1.0,0.04,4.68
Kepler-865,b,Kepler-865 b,0,14.16399294,,,6.76,2.49,14.504000000000001,12.684000000000001,,5570.0,4.49,-0.33899999999999997,0.93,0.92,-0.01,4.27
Kepler-866,b,Kepler-866 b,0,2.61703254,,,3.29,1.63,15.797,13.484000000000002,,4751.0,4.62,-0.77,0.75,0.71,-0.07,4.27
Kepler-867,b,Kepler-867 b,0,150.242127,,,19.4,4.64,14.885,13.148,,5541.0,4.49,0.11699999999999999,0.92,0.91,-0.02,5.89
Kepler-868,b,Kepler-868 b,0,5.03251791,,,4.86,2.05,15.618,14.09,,5614.0,4.51,0.081,0.93,0.89,-0.08,3.89
Kepler-869,b,Kepler-869 b,0,40.4287755,,,12.7,3.61,14.969000000000001,13.359000000000002,,5664.0,4.47,-0.127,0.97,0.95,0.02,4.79
Kepler-870,b,Kepler-870 b,0,21.3587621,,,8.15,2.78,15.222000000000001,13.738,,5857.0,4.43,0.02,1.01,1.02,-0.01,3.8
Kepler-871,b,Kepler-871 b,0,22.0459018,,,13.5,3.74,15.642000000000001,14.167,,5993.0,4.37,0.26899999999999996,1.11,1.14,0.09,3.47
Kepler-872,b,Kepler-872 b,0,2.57885507,,,4.62,1.99,15.071,13.389000000000001,,5902.0,4.4,-0.228,1.05,1.08,0.04,4.17
Kepler-873,b,Kepler-873 b,0,20.5533844,,,13.5,3.75,14.795,13.439,,6163.0,4.29,0.126,1.18,1.27,0.07,2.95
Kepler-874,b,Kepler-874 b,0,40.0686727,,,14.7,3.94,14.694,13.14,,6020.0,4.37,0.102,1.09,1.13,0.03,3.31
Kepler-875,b,Kepler-875 b,0,27.5073799,,,8.75,2.9,15.21,13.556,,5958.0,4.38,0.025,1.06,1.11,0.03,3.39
Kepler-876,b,Kepler-876 b,0,5.14438011,,,2.63,1.43,15.33,13.354000000000001,,5060.0,4.58,-0.358,0.81,0.77,-0.03,5.25
Kepler-877,b,Kepler-877 b,0,18.45847097,,,5.14,2.12,14.523,12.652999999999999,,5261.0,4.56,-0.34299999999999997,0.85,0.81,-0.06,4.57
Kepler-878,b,Kepler-878 b,0,25.9422033,,,4.38,1.93,14.79,12.788,,5044.0,4.58,-0.183,0.81,0.77,-0.03,4.57
Kepler-879,b,Kepler-879 b,0,33.3855938,,,7.13,2.57,14.238,12.681,,5792.0,4.42,0.018000000000000002,1.02,1.02,0.05,4.27
Kepler-932,b,Kepler-932 b,0,1.9214374,,,2.45,1.37,14.136,12.21,,5331.0,4.54,-0.389,0.87,0.84,-0.01,4.68
Kepler-933,b,Kepler-933 b,0,14.20443009,,,6.62,2.46,15.437999999999999,13.582,,5346.0,4.54,-0.231,0.87,0.84,-0.02,4.68
Kepler-934,b,Kepler-934 b,0,55.6738309,,,5.02,2.09,15.034,12.97,,5001.0,4.59,-0.508,0.81,0.77,0.01,4.47
Kepler-935,b,Kepler-935 b,0,4.88083852,,,2.39,1.35,14.9,12.62,,4830.0,4.61,-0.68,0.78,0.73,-0.01,3.8
Kepler-936,b,Kepler-936 b,0,10.56134221,,,2.7,1.45,14.789000000000001,12.817,,5482.0,4.51,-0.19,0.92,0.89,0.05,4.57
Kepler-937,b,Kepler-937 b,0,67.668827,,,13.4,3.72,15.194,13.681,,6095.0,4.32,0.239,1.15,1.22,0.08,3.24
Kepler-937,c,Kepler-937 c,0,153.343364,,,7.61,2.67,15.194,13.681,,6095.0,4.32,0.239,1.15,1.22,0.08,3.24
Kepler-938,b,Kepler-938 b,0,52.6298417,,,5.56,2.22,15.004000000000001,13.26,,5533.0,4.51,-0.174,0.92,0.89,-0.03,4.27
Kepler-939,b,Kepler-939 b,0,14.878296,,,3.71,1.75,15.52,13.762,,5471.0,4.54,0.377,0.88,0.85,-0.12,4.47
Kepler-940,b,Kepler-940 b,0,59.6225257,,,11.1,3.34,15.497,14.019,,5769.0,4.47,-0.087,0.97,0.96,-0.08,3.63
Kepler-941,b,Kepler-941 b,0,17.42395198,,,9.69,3.08,15.572000000000001,13.864,,5539.0,4.53,-0.24100000000000002,0.89,0.86,-0.15,4.07
Kepler-942,b,Kepler-942 b,0,44.96417488,,,5.18,2.13,13.065999999999999,10.842,,4861.0,4.59,-0.626,0.81,0.75,0.09,4.17
Kepler-943,b,Kepler-943 b,0,49.7701438,,,29.5,5.93,15.639000000000001,13.97,,5612.0,4.5,0.009000000000000001,0.93,0.91,-0.07,4.27
Kepler-944,b,Kepler-944 b,0,43.3167737,,,7.41,2.63,15.710999999999999,13.850999999999999,,5409.0,4.54,-0.08800000000000001,0.86,0.83,-0.11,4.47
Kepler-945,b,Kepler-945 b,0,31.0033814,,,7.41,2.63,15.86,14.293,,5718.0,4.46,0.017,0.97,0.97,-0.01,4.47
Kepler-946,b,Kepler-946 b,0,11.79162572,,,4.38,1.93,14.923,13.295,,5665.0,4.47,0.055,0.94,0.93,-0.09,4.17
Kepler-947,b,Kepler-947 b,0,26.9644317,,,5.82,2.28,15.752,13.972000000000001,,5508.0,4.52,0.113,0.9,0.87,-0.07,4.27
Kepler-948,b,Kepler-948 b,0,7.76846622,,,4.08,1.85,14.786,13.186,,5679.0,4.47,-0.127,0.96,0.94,-0.02,4.17
Kepler-949,b,Kepler-949 b,0,8.6893073,,,8.8,2.91,14.508,12.519,,5403.0,4.53,-0.49700000000000005,0.89,0.86,0.01,4.57
Kepler-411,c,Kepler-411 c,0,7.834435,0.0739,0.108,26.4,4.421,12.232999999999999,10.062000000000001,K2 V,4832.69,4.6,-0.584,0.87,0.82,0.05,0.212
Kepler-950,b,Kepler-950 b,0,98.7180406,,,59.6,8.98,15.681,14.139000000000001,,5857.0,4.44,0.34700000000000003,1.02,1.02,0.02,3.8
Kepler-951,b,Kepler-951 b,0,71.52530845,,,26.7,5.59,14.491,12.251,,4834.0,4.6,-0.69,0.77,0.73,-0.01,4.27
Kepler-952,b,Kepler-952 b,0,130.3546919,,,45.4,7.65,15.187999999999999,13.662,,5730.0,4.45,0.07400000000000001,1.0,0.99,0.06,4.27
Kepler-953,b,Kepler-953 b,0,88.40655258,,,16.5,4.21,12.142999999999999,10.295,,5416.0,4.42,-0.11900000000000001,0.95,0.99,0.26,8.71
Kepler-167,d,Kepler-167 d,0,21.803855,0.1405,0.12,1.83,1.194,14.0,11.832,K4,4890.0,4.61,-0.57,0.77,0.73,-0.03,3.3
Kepler-167,e,Kepler-167 e,0,1071.23228,1.89,0.062,73.4,10.15,14.0,11.832,K4,4890.0,4.61,-0.57,0.77,0.73,-0.03,3.3
HIP 8541,b,HIP 8541 b,0,1560.2,2.8,0.16,1748.065,12.8,7.88,5.29,K2 III/IV,4670.0,2.7,1.405,1.17,7.83,-0.15,
HIP 74890,b,HIP 74890 b,0,822.3,2.1,0.07,762.792,13.3,7.05,4.638999999999999,K1 III,4850.0,3.1,1.215,1.74,5.77,0.2,
Kepler-953,c,Kepler-953 c,0,9.10967112,,,1.81,1.19,12.142999999999999,10.295,,5416.0,4.42,-0.11900000000000001,0.95,0.99,0.26,8.71
Kepler-1275,b,Kepler-1275 b,0,3.65691115,,,2.79,1.48,14.405999999999999,13.062000000000001,,6296.0,4.26,0.26,1.23,1.36,0.04,2.51
Kepler-1276,b,Kepler-1276 b,0,12.5720095,,,1.81,1.19,12.847999999999999,11.639000000000001,,6188.0,4.33,0.2,1.14,1.21,-0.02,3.09
Kepler-1277,b,Kepler-1277 b,0,40.8365012,,,3.19,1.6,14.093,12.427,,5578.0,4.49,-0.245,0.94,0.92,-0.01,5.01
Kepler-1278,b,Kepler-1278 b,0,3.23941344,,,1.01,1.01,13.632,12.27,,6074.0,4.35,0.33799999999999997,1.11,1.16,0.02,3.31
Kepler-1279,b,Kepler-1279 b,0,23.4774101,,,3.71,1.75,13.932,12.62,,6221.0,4.26,0.684,1.21,1.33,0.06,2.82
Kepler-1280,b,Kepler-1280 b,0,66.5579057,,,4.16,1.87,14.0,12.602,,6227.0,4.28,0.65,1.2,1.32,0.04,2.82
Kepler-1281,b,Kepler-1281 b,0,3.11602791,,,3.33,1.64,15.997,13.929,,5353.0,4.55,-0.292,0.87,0.83,-0.04,4.37
Kepler-1282,b,Kepler-1282 b,0,2.13194651,,,3.02,1.55,15.492,13.852,,5504.0,4.51,-0.195,0.92,0.89,0.01,4.57
Kepler-1283,b,Kepler-1283 b,0,12.9460978,,,4.31,1.91,15.07,13.567,,6175.0,4.31,0.863,1.16,1.25,0.04,2.88
Kepler-1284,b,Kepler-1284 b,0,0.66407381,,,1.92,1.21,15.662,13.572000000000001,,5123.0,4.57,-0.425,0.84,0.79,0.03,4.47
Kepler-1285,b,Kepler-1285 b,0,14.7967458,,,0.871,0.97,11.65,10.484000000000002,,6170.0,4.3,0.46799999999999997,1.2,1.28,0.16,2.75
Kepler-1286,b,Kepler-1286 b,0,11.25402929,,,5.27,2.15,15.142000000000001,13.655,,5753.0,4.45,0.121,1.0,0.98,0.03,4.17
Kepler-1287,b,Kepler-1287 b,0,11.47685909,,,2.99,1.54,15.007,13.505,,5715.0,4.48,-0.106,0.96,0.94,-0.05,4.07
Kepler-1288,b,Kepler-1288 b,0,2.76122421,,,1.46,1.12,13.177,11.959000000000001,,6132.0,4.29,0.302,1.2,1.29,0.14,2.88
Kepler-1289,b,Kepler-1289 b,0,7.99019627,,,2.92,1.52,14.599,13.043,,6080.0,4.35,0.11599999999999999,1.1,1.17,0.02,2.95
Kepler-1290,b,Kepler-1290 b,0,4.69500134,,,2.6,1.42,15.690999999999999,14.112,,5660.0,4.49,0.051,0.95,0.93,-0.02,4.07
Kepler-1291,b,Kepler-1291 b,0,8.63043276,,,3.39,1.66,15.883,13.892999999999999,,5216.0,4.56,-0.505,0.84,0.8,-0.04,4.9
Kepler-1292,b,Kepler-1292 b,0,3.27646405,,,3.97,1.82,15.948,14.19,,5556.0,4.49,-0.092,0.95,0.93,0.08,4.68
Kepler-1293,b,Kepler-1293 b,0,5.57654784,,,0.871,0.97,13.3,12.075,,6241.0,4.29,0.593,1.18,1.28,0.0,2.82
Kepler-1294,b,Kepler-1294 b,0,115.6862258,,,10.3,3.19,15.15,13.597000000000001,,5776.0,4.46,0.409,0.99,0.97,-0.03,3.98
Kepler-1295,b,Kepler-1295 b,0,3.81371974,,,3.02,1.55,15.908,14.092,,5486.0,4.51,-0.285,0.92,0.89,0.04,4.68
Kepler-1296,b,Kepler-1296 b,0,8.3839865,,,0.693,0.91,14.627,12.800999999999998,,5359.0,4.55,0.479,0.87,0.83,-0.04,4.17
Kepler-1297,b,Kepler-1297 b,0,1.68189002,,,0.871,0.97,14.782,13.262,,5818.0,4.45,0.311,0.99,0.99,-0.04,4.17
Kepler-1298,b,Kepler-1298 b,0,7.12811928,,,2.27,1.31,11.312999999999999,10.149,,6339.0,4.0,0.8240000000000001,1.45,2.0,0.13,2.57
Kepler-1299,b,Kepler-1299 b,0,19.9400874,,,9.17,2.98,15.9,14.190999999999999,,5609.0,4.5,-0.12300000000000001,0.94,0.91,-0.01,4.37
Kepler-1300,b,Kepler-1300 b,0,22.2419092,,,2.45,1.37,12.767999999999999,11.383,,6130.0,4.04,0.564,1.29,1.79,0.05,3.55
Kepler-1301,b,Kepler-1301 b,0,9.08237046,,,2.54,1.4,15.373,13.469000000000001,,5188.0,4.56,-0.34700000000000003,0.85,0.81,0.01,4.9
Kepler-1302,b,Kepler-1302 b,0,8.83922659,,,2.63,1.43,15.039000000000001,13.151,,5236.0,4.55,-0.48,0.86,0.82,0.04,4.68
Kepler-1303,b,Kepler-1303 b,0,7.56127224,,,2.6,1.42,14.616,13.085999999999999,,5771.0,4.44,-0.035,1.01,1.0,0.04,4.47
Kepler-1304,b,Kepler-1304 b,0,16.1288853,,,5.86,2.29,15.045,13.054,,5259.0,4.56,0.639,0.85,0.81,-0.05,4.68
Kepler-1305,b,Kepler-1305 b,0,13.5630972,,,4.19,1.88,15.714,14.104000000000001,,5701.0,4.47,0.036000000000000004,0.97,0.96,0.01,4.37
Kepler-1306,b,Kepler-1306 b,0,16.29595382,,,4.31,1.91,15.212,13.630999999999998,,5727.0,4.45,-0.08,0.98,0.97,0.0,4.57
Kepler-1307,b,Kepler-1307 b,0,18.01621096,,,6.66,2.47,15.38,13.878,,5884.0,4.39,-0.233,1.06,1.08,0.06,4.07
Kepler-1308,b,Kepler-1308 b,0,2.10433812,,,0.0933,0.52,14.474,11.023,,3468.0,4.92,-1.82,0.35,0.34,-0.13,3.72
Kepler-1309,b,Kepler-1309 b,0,28.8432647,,,6.21,2.37,16.187,13.542,,5235.0,4.56,-0.603,0.85,0.8,-0.03,4.27
Kepler-1310,b,Kepler-1310 b,0,0.67933627,,,2.67,1.44,14.122,12.436,,5549.0,4.51,-0.237,0.91,0.88,-0.07,4.17
Kepler-1311,b,Kepler-1311 b,0,11.1726994,,,2.07,1.24,13.318,11.825,,5748.0,4.16,0.445,1.05,1.4,0.09,7.59
Kepler-1311,c,Kepler-1311 c,0,2.53573424,,,1.98,1.22,13.318,11.825,,5748.0,4.16,0.445,1.05,1.4,0.09,7.59
Kepler-1312,b,Kepler-1312 b,0,5.44832529,,,5.06,2.1,12.378,10.907,,5719.0,4.51,-0.109,0.99,0.92,-0.02,2.0
Kepler-880,b,Kepler-880 b,0,7.71468975,,,7.56,2.66,11.964,11.039000000000001,,6761.0,4.12,0.6509999999999999,1.46,1.74,0.03,1.66
Kepler-881,b,Kepler-881 b,0,4.44448017,,,3.82,1.78,15.177,13.714,,5961.0,4.39,0.113,1.06,1.09,0.0,3.8
Kepler-882,b,Kepler-882 b,0,3.98953967,,,2.04,1.23,14.077,12.267999999999999,,5476.0,4.52,-0.306,0.9,0.87,-0.03,4.57
Kepler-883,b,Kepler-883 b,0,12.98495573,,,3.82,1.78,13.007,11.752,,6116.0,4.4,0.273,1.06,1.09,-0.13,3.02
Kepler-884,b,Kepler-884 b,0,5.69919514,,,2.04,1.23,13.047,11.547,,5715.0,4.49,-0.313,1.0,0.94,0.05,2.45
HATS-13,b,HATS-13 b,0,3.0440499,0.04057,0.181,172.58168999999998,13.585,13.887,11.982999999999999,,5523.0,4.52,-0.321,0.96,0.89,0.05,2.5
HATS-14,b,HATS-14 b,0,2.7667641,0.03815,0.142,340.39592999999996,11.645999999999999,13.79,12.037,,5346.0,4.48,-0.17300000000000001,0.97,0.93,0.33,4.9
OGLE-2012-BLG-0563L,b,OGLE-2012-BLG-0563L b,0,,0.9,,123.0,13.8,,,,,,,0.34,,,
HD 95872,b,HD 95872 b,0,4375.0,5.15,0.06,1188.6842,13.0,9.895,7.956,K0 V,5312.0,4.43,-0.242,0.7,0.84,0.41,10.0
psi 1 Dra B,b,psi 1 Dra B b,0,3117.0,4.43,0.4,486.2799,13.5,5.699,4.527,G0 V,6212.0,4.2,0.326,1.19,1.26,0.01,3.3
HD 5583,b,HD 5583 b,0,139.35,0.53,0.076,1837.0574,12.8,7.6,5.221,,4830.0,2.53,1.61,1.01,9.09,-0.5,7.41
BD+15 2375,b,BD+15 2375 b,0,153.22,0.576,0.001,337.21763,13.8,10.31,7.718,G5,4649.0,2.61,1.57,1.08,8.95,-0.22,7.41
K2-29,b,K2-29 b,0,3.2588321,0.04217,0.066,232.0159,13.339,12.526,10.062000000000001,G7 V,5358.0,4.54,-0.45299999999999996,0.94,0.86,0.16,2.6
MOA-2011-BLG-028L,b,MOA-2011-BLG-028L b,0,,4.14,,30.0,5.99,,,,,,,0.75,,,
KELT-10,b,KELT-10 b,0,4.1662739,0.0525,,215.80657000000002,15.681,10.854000000000001,9.338,G0 V,5948.0,4.32,0.217,1.11,1.21,0.09,4.5
OGLE-2012-BLG-0724L,b,OGLE-2012-BLG-0724L b,0,,1.6,,149.3801,14.3,,,M V,,,,0.29,,,
Kepler-885,b,Kepler-885 b,0,18.11472949,,,6.8,2.5,12.788,11.535,,6187.0,4.26,0.395,1.21,1.35,0.11,3.16
Kepler-886,b,Kepler-886 b,0,6.24146367,,,2.92,1.52,13.894,12.565,,6098.0,4.35,0.033,1.1,1.16,-0.01,3.39
Kepler-887,b,Kepler-887 b,0,20.42228798,,,4.04,1.84,13.45,12.241,,6194.0,4.29,0.402,1.19,1.29,0.08,3.09
Kepler-887,c,Kepler-887 c,0,7.63846023,,,1.51,1.13,13.45,12.241,,6194.0,4.29,0.402,1.19,1.29,0.08,3.09
Kepler-888,b,Kepler-888 b,0,70.6979061,,,3.75,1.76,12.981,11.594000000000001,,5875.0,4.52,-0.066,0.97,0.9,-0.21,1.48
Kepler-889,b,Kepler-889 b,0,3.744439,,,1.32,1.09,12.68,11.327,,5961.0,4.3,0.36700000000000005,1.14,1.25,0.19,3.98
Kepler-890,b,Kepler-890 b,0,52.75875577,,,58.6,8.89,15.136,13.665,,5954.0,4.37,0.33299999999999996,1.09,1.13,0.09,3.63
Kepler-304,e,Kepler-304 e,0,1.49914695,,,1.87,1.2,14.831,12.626,,4731.0,4.63,-0.723,0.8,0.69,0.05,2.09
Kepler-891,b,Kepler-891 b,0,53.44945593,,,33.6,6.41,15.273,13.85,,5887.0,4.41,0.5760000000000001,1.06,1.07,0.09,3.55
Kepler-892,b,Kepler-892 b,0,13.7521072,,,8.3,2.81,15.59,13.335,,4747.0,4.61,-0.795,0.75,0.72,-0.04,5.01
Kepler-893,b,Kepler-893 b,0,6.33855761,,,9.43,3.03,15.174000000000001,13.744000000000002,,5820.0,4.45,0.061,1.0,0.99,-0.03,3.8
Kepler-894,b,Kepler-894 b,0,9.803224,,,8.15,2.78,15.405999999999999,13.84,,5603.0,4.53,-0.132,0.87,0.85,-0.25,4.27
Kepler-895,b,Kepler-895 b,0,2.80624233,,,2.99,1.54,15.98,13.387,,4315.0,4.67,-0.905,0.65,0.61,-0.16,2.63
Kepler-896,b,Kepler-896 b,0,144.547396,,,6.94,2.53,15.431,13.659,,5262.0,4.56,0.534,0.84,0.81,-0.1,5.01
Kepler-897,b,Kepler-897 b,0,8.0472642,,,6.3,2.39,15.079,13.466,,5839.0,4.41,0.259,1.03,1.04,0.04,4.37
Kepler-898,b,Kepler-898 b,0,5.8706191,,,2.83,1.49,15.939,13.187000000000001,,4223.0,4.66,-0.9540000000000001,0.65,0.62,-0.06,3.98
Kepler-899,b,Kepler-899 b,0,19.17891293,,,7.65,2.68,15.382,13.615,,5595.0,4.49,-0.033,0.93,0.91,-0.06,4.07
Kepler-900,b,Kepler-900 b,0,6.9913086,,,4.98,2.08,14.945,12.700999999999999,,4836.0,4.6,-0.654,0.78,0.73,-0.01,4.57
Kepler-901,b,Kepler-901 b,0,3.51749439,,,2.45,1.37,14.68,11.907,,4184.0,4.7,-1.028,0.59,0.57,-0.3,3.8
Kepler-902,b,Kepler-902 b,0,40.1099547,,,6.99,2.54,14.857999999999999,13.26,,5647.0,4.49,0.105,0.95,0.93,0.0,4.37
Kepler-903,b,Kepler-903 b,0,10.3507721,,,4.7,2.01,14.615,12.993,,5682.0,4.46,0.349,0.98,0.97,0.05,4.79
Kepler-903,c,Kepler-903 c,0,62.9228557,,,6.94,2.53,14.615,12.993,,5682.0,4.46,0.349,0.98,0.97,0.05,4.79
Kepler-904,b,Kepler-904 b,0,3.02166863,,,3.78,1.77,14.392000000000001,13.046,,6160.0,4.31,0.12,1.16,1.25,0.05,3.02
Kepler-905,b,Kepler-905 b,0,5.08274652,,,2.57,1.41,13.95,12.264000000000001,,5461.0,4.55,-0.23199999999999998,0.95,0.86,0.09,1.66
Kepler-906,b,Kepler-906 b,0,41.6979976,,,5.1,2.11,13.918,12.594000000000001,,6035.0,4.45,0.076,1.06,1.02,-0.09,1.86
Kepler-907,b,Kepler-907 b,0,15.86621821,,,1.87,1.2,11.462,10.282,,6106.0,4.19,0.37799999999999995,1.08,1.38,-0.15,5.37
Kepler-908,b,Kepler-908 b,0,1.34059747,,,1.98,1.22,11.465,9.993,,5973.0,4.38,0.22,1.11,1.12,0.15,3.02
Kepler-909,b,Kepler-909 b,0,13.93290318,,,2.76,1.47,11.51,10.274000000000001,,6154.0,4.33,0.254,1.17,1.23,0.08,2.88
Kepler-910,b,Kepler-910 b,0,2.36436901,,,0.477,0.82,11.529000000000002,10.329,,6230.0,4.19,0.469,1.26,1.5,0.12,3.39
Kepler-911,b,Kepler-911 b,0,20.310501,,,7.27,2.6,11.829,10.511,,6112.0,3.97,0.6409999999999999,1.34,1.99,0.03,3.55
Kepler-912,b,Kepler-912 b,0,2.53475627,,,8.25,2.8,15.325999999999999,13.602,,5998.0,4.37,0.429,1.07,1.11,0.02,3.16
Kepler-913,b,Kepler-913 b,0,10.29672521,,,4.9,2.06,15.739,13.477,,4687.0,4.67,-0.35700000000000004,0.63,0.61,-0.52,5.62
Kepler-914,b,Kepler-914 b,0,4.40966548,,,2.48,1.38,13.548,12.130999999999998,,5877.0,4.36,0.231,1.1,1.15,0.22,3.98
Kepler-915,b,Kepler-915 b,0,4.59489604,,,2.86,1.5,13.241,12.040999999999999,,6173.0,4.24,0.447,1.21,1.38,0.08,3.39
Kepler-916,b,Kepler-916 b,0,32.2968798,,,3.75,1.76,15.175,13.305,,5248.0,4.56,-0.297,0.85,0.81,-0.05,4.79
Kepler-917,b,Kepler-917 b,0,2.97041437,,,4.31,1.91,15.853,14.005,,5418.0,4.58,-0.348,0.8,0.76,-0.38,4.17
Kepler-918,b,Kepler-918 b,0,4.85386933,,,3.68,1.74,14.955,13.555,,6028.0,4.37,-0.05,1.11,1.14,0.06,3.24
Kepler-919,b,Kepler-919 b,0,11.04603384,,,5.69,2.25,14.677999999999999,13.306,,6113.0,4.33,0.13699999999999998,1.15,1.21,0.07,3.02
Kepler-920,b,Kepler-920 b,0,6.53192704,,,6.44,2.42,15.267999999999999,13.511,,5403.0,4.54,-0.19,0.89,0.85,0.0,4.37
Kepler-920,c,Kepler-920 c,0,100.8274113,,,13.8,3.8,15.267999999999999,13.511,,5403.0,4.54,-0.19,0.89,0.85,0.0,4.37
Kepler-921,b,Kepler-921 b,0,51.300634,,,8.6,2.87,14.705,13.187999999999999,,5663.0,4.5,-0.038,0.93,0.91,-0.12,4.27
Kepler-922,b,Kepler-922 b,0,0.93846683,,,2.6,1.42,13.745,12.187999999999999,,5671.0,4.48,-0.14400000000000002,0.95,0.93,-0.05,4.37
Kepler-923,b,Kepler-923 b,0,6.93366476,,,2.48,1.38,14.012,12.665,,5988.0,4.28,0.293,1.11,1.26,0.07,4.68
Kepler-924,b,Kepler-924 b,0,61.0370117,,,9.64,3.07,14.137,12.745,,6167.0,4.32,0.287,1.14,1.23,0.01,3.09
Kepler-925,b,Kepler-925 b,0,33.8678531,,,6.08,2.34,15.815999999999999,13.339,,4673.0,4.62,-0.733,0.77,0.72,0.12,2.57
Kepler-926,b,Kepler-926 b,0,52.0688601,,,5.95,2.31,14.259,12.687000000000001,,5806.0,4.43,0.133,1.01,1.01,0.03,4.37
Kepler-927,b,Kepler-927 b,0,9.1149903,,,3.61,1.72,14.600999999999999,13.032,,5743.0,4.45,-0.094,0.99,0.99,0.03,4.37
Kepler-928,b,Kepler-928 b,0,3.9324613,,,3.15,1.59,15.323,12.933,,4700.0,4.62,-0.7759999999999999,0.73,0.7,-0.11,4.37
Kepler-929,b,Kepler-929 b,0,0.92103214,,,1.41,1.11,14.504000000000001,12.849,,5869.0,4.42,0.35600000000000004,1.01,1.02,-0.04,3.47
Kepler-930,b,Kepler-930 b,0,71.4517775,,,5.18,2.13,13.763,12.258,,6335.0,4.24,0.249,1.25,1.4,0.04,2.34
Kepler-931,b,Kepler-931 b,0,8.03755877,,,2.33,1.33,14.488,12.38,,5241.0,4.55,-0.35,0.86,0.81,-0.01,4.68
Kepler-1313,b,Kepler-1313 b,0,3.83309118,,,3.75,1.76,11.789000000000001,10.088,,5453.0,4.54,-0.32899999999999996,0.92,0.85,0.0,2.69
Kepler-1314,b,Kepler-1314 b,0,5.42474928,,,22.9,5.11,17.121,13.22,,4188.0,4.68,-1.01,0.6,0.59,-0.22,6.03
Kepler-398,d,Kepler-398 d,0,6.83437001,,,0.615,0.88,13.235,10.794,,4493.0,4.69,-0.821,0.72,0.61,-0.06,2.34
Kepler-1315,b,Kepler-1315 b,0,0.84338011,,,2.48,1.38,14.952,12.684000000000001,,4861.0,4.6,-0.6859999999999999,0.8,0.75,0.07,3.47
Kepler-1316,b,Kepler-1316 b,0,87.9732136,,,12.3,3.54,13.950999999999999,12.442,,5884.0,4.36,0.13,1.04,1.12,0.03,5.13
Kepler-1317,b,Kepler-1317 b,0,0.56887443,,,3.05,1.56,15.234000000000002,13.309000000000001,,5144.0,4.57,-0.43200000000000005,0.83,0.79,-0.01,4.79
Kepler-1318,b,Kepler-1318 b,0,213.257663,,,9.85,3.11,15.242,12.767000000000001,,4598.0,4.62,-0.789,0.73,0.7,-0.01,4.57
Kepler-1319,b,Kepler-1319 b,0,2.88676265,,0.33,2.36,1.34,14.222000000000001,10.725999999999999,,3655.0,4.73,-1.327,0.56,0.54,0.44,5.37
Kepler-1320,b,Kepler-1320 b,0,0.86838653,,,3.53,1.7,15.905,13.658,,4817.0,4.6,-0.7959999999999999,0.8,0.74,0.1,3.16
Kepler-401,d,Kepler-401 d,0,184.256405,,,5.77,2.27,13.287,11.987,,6117.0,4.25,0.5479999999999999,1.17,1.33,0.02,3.39
Kepler-1321,b,Kepler-1321 b,0,11.12830484,,,21.5,4.92,16.928,13.884,,4094.0,4.73,-0.937,0.54,0.53,-0.45,4.17
Kepler-1321,c,Kepler-1321 c,0,2.22649109,,,6.35,2.4,16.928,13.884,,4094.0,4.73,-0.937,0.54,0.53,-0.45,4.17
Kepler-1322,b,Kepler-1322 b,0,0.96286738,,,3.22,1.61,15.775,14.068,,5488.0,4.52,-0.12300000000000001,0.9,0.87,-0.07,4.47
Kepler-1323,b,Kepler-1323 b,0,0.92990668,,,2.92,1.52,12.344000000000001,11.122,,6169.0,4.21,0.275,1.18,1.4,0.02,3.55
Kepler-1324,b,Kepler-1324 b,0,4.11584468,,,2.89,1.51,15.134,12.834000000000001,,4776.0,4.61,-0.732,0.78,0.73,0.05,2.88
Kepler-1325,b,Kepler-1325 b,0,33.8786838,,,8.55,2.86,15.129000000000001,13.457,,5550.0,4.5,-0.16,0.93,0.91,0.01,4.79
Kepler-1326,b,Kepler-1326 b,0,42.3514267,,,16.3,4.18,12.741,11.7,,6725.0,4.12,0.473,1.45,1.74,0.02,1.7
Kepler-1327,b,Kepler-1327 b,0,14.88801098,,,3.89,1.8,13.884,12.374,,5885.0,4.42,-0.001,1.02,1.03,-0.03,4.07
Kepler-1328,b,Kepler-1328 b,0,4.52158888,,,0.904,0.98,13.802999999999999,12.305,,5780.0,4.44,0.2,1.0,0.99,0.0,4.57
Kepler-403,d,Kepler-403 d,0,13.61159129,,,2.6,1.42,12.76,11.537,,6090.0,4.27,0.633,1.25,1.33,0.16,3.09
Kepler-1329,b,Kepler-1329 b,0,9.33646594,,,5.35,2.17,15.85,13.435,,4500.0,4.62,-0.815,0.72,0.69,0.02,5.62
